,speed,gear,brake,throttle,revs,transmission_speed
319,[21.67862620305361],[2.0],[0.0],[1.0],[600.0],[980.7020501074388]
320,[21.668311683038592],[2.0],[0.0],[1.0],[600.0],[980.2354397775288]
321,[21.658004846639404],[2.0],[0.0],[1.0],[600.0],[979.7691770405763]
322,[21.64770568455007],[2.0],[0.0],[1.0],[600.0],[979.3032614755957]
323,[21.637414187479692],[2.0],[0.0],[1.0],[600.0],[978.8376926622836]
324,[21.627130346152438],[2.0],[0.0],[1.0],[600.0],[978.3724701810178]
325,[21.616854151307496],[2.0],[0.0],[1.0],[600.0],[977.907593612856]
326,[21.606585593699055],[2.0],[0.0],[1.0],[600.0],[977.4430625395341]
327,[21.596324664096265],[2.0],[0.0],[1.0],[600.0],[976.9788765434656]
328,[21.58607135328322],[2.0],[0.0],[1.0],[600.0],[976.5150352077391]
329,[21.575825652058917],[2.0],[0.0],[1.0],[600.0],[976.0515381161177]
330,[21.565587551237233],[2.0],[0.0],[1.0],[600.0],[975.5883848530377]
331,[21.555357041646882],[2.0],[0.0],[1.0],[600.0],[975.1255750036072]
332,[21.545134114131415],[2.0],[0.0],[1.0],[600.0],[974.6631081536041]
333,[21.534918759549146],[2.0],[0.0],[1.0],[600.0],[974.2009838894755]
334,[21.524710968773167],[2.0],[0.0],[1.0],[600.0],[973.7392017983364]
335,[21.514510732691292],[2.0],[0.0],[1.0],[600.0],[973.2777614679677]
336,[21.50431804220603],[2.0],[0.0],[1.0],[600.0],[972.8166624868155]
337,[21.494132888234574],[2.0],[0.0],[1.0],[600.0],[972.3559044439899]
338,[21.483955261708743],[2.0],[0.0],[1.0],[600.0],[971.8954869292627]
339,[21.473785153574973],[2.0],[0.0],[1.0],[600.0],[971.435409533067]
340,[21.46362255479429],[2.0],[0.0],[1.0],[600.0],[970.9756718464956]
341,[21.45346745634226],[2.0],[0.0],[1.0],[600.0],[970.5162734612998]
342,[21.443319849208986],[2.0],[0.0],[1.0],[600.0],[970.0572139698877]
343,[21.43317972439907],[2.0],[0.0],[1.0],[600.0],[969.5984929653237]
344,[21.42304707293156],[2.0],[0.0],[1.0],[600.0],[969.1401100413259]
345,[21.412921885839967],[2.0],[0.0],[1.0],[600.0],[968.6820647922663]
346,[21.40280415417219],[2.0],[0.0],[1.0],[600.0],[968.2243568131682]
347,[21.392693868990534],[2.0],[0.0],[1.0],[600.0],[967.766985699706]
348,[21.38259102137163],[2.0],[0.0],[1.0],[600.0],[967.3099510482027]
349,[21.372495602406453],[2.0],[0.0],[1.0],[600.0],[966.8532524556301]
350,[21.362407603200268],[2.0],[0.0],[1.0],[600.0],[966.3968895196062]
351,[21.3523270148726],[2.0],[0.0],[1.0],[600.0],[965.9408618383945]
352,[21.342253828557222],[2.0],[0.0],[1.0],[600.0],[965.4851690109027]
353,[21.332188035402112],[2.0],[0.0],[1.0],[600.0],[965.0298106366815]
354,[21.322129626569442],[2.0],[0.0],[1.0],[600.0],[964.5747863159232]
355,[21.312078593235523],[2.0],[0.0],[1.0],[600.0],[964.12009564946]
356,[21.302034926590803],[2.0],[0.0],[1.0],[600.0],[963.6657382387638]
357,[21.291998617839823],[2.0],[0.0],[1.0],[600.0],[963.2117136859437]
358,[21.281969658201206],[2.0],[0.0],[1.0],[600.0],[962.7580215937458]
359,[21.271948038907606],[2.0],[0.0],[1.0],[600.0],[962.3046615655516]
360,[21.261933751205696],[2.0],[0.0],[1.0],[600.0],[961.851633205376]
361,[21.251926786356133],[2.0],[0.0],[1.0],[600.0],[961.398936117867]
362,[21.241927135633553],[2.0],[0.0],[1.0],[600.0],[960.9465699083047]
363,[21.231934790326502],[2.0],[0.0],[1.0],[600.0],[960.4945341825985]
364,[21.22194974173744],[2.0],[0.0],[1.0],[600.0],[960.0428285472877]
365,[21.211971981182707],[2.0],[0.0],[1.0],[600.0],[959.5914526095391]
366,[21.20200149999249],[2.0],[0.0],[1.0],[600.0],[959.1404059771457]
367,[21.192038289510805],[2.0],[0.0],[1.0],[600.0],[958.6896882585264]
368,[21.18208234109546],[2.0],[0.0],[1.0],[600.0],[958.239299062724]
369,[21.172133646118024],[2.0],[0.0],[1.0],[600.0],[957.789237999404]
370,[21.162192195963822],[2.0],[0.0],[1.0],[600.0],[957.3395046788538]
371,[21.152257982031887],[2.0],[0.0],[1.0],[600.0],[956.8900987119812]
372,[21.142330995734945],[2.0],[0.0],[1.0],[600.0],[956.441019710313]
373,[21.132411228499368],[2.0],[0.0],[1.0],[600.0],[955.9922672859944]
374,[21.122498671765182],[2.0],[0.0],[1.0],[600.0],[955.5438410517872]
375,[21.112593316986015],[2.0],[0.0],[1.0],[600.0],[955.0957406210688]
376,[21.102695155629068],[2.0],[0.0],[1.0],[600.0],[954.6479656078308]
377,[21.092804179175097],[2.0],[0.0],[1.0],[600.0],[954.2005156266781]
378,[21.0829203791184],[2.0],[0.0],[1.0],[600.0],[953.7533902928278]
379,[21.073043746966757],[2.0],[0.0],[1.0],[600.0],[953.3065892221075]
380,[21.063174274241437],[2.0],[0.0],[1.0],[600.0],[952.8601120309542]
381,[21.053311952477152],[2.0],[0.0],[1.0],[600.0],[952.4139583364137]
382,[21.04345677322203],[2.0],[0.0],[1.0],[600.0],[951.9681277561388]
383,[21.03360872803761],[2.0],[0.0],[1.0],[600.0],[951.522619908388]
384,[21.023767808498786],[2.0],[0.0],[1.0],[600.0],[951.0774344120255]
385,[21.013934006193804],[2.0],[0.0],[1.0],[600.0],[950.6325708865181]
386,[21.004107312724233],[2.0],[0.0],[1.0],[600.0],[950.188028951936]
387,[20.99428771970491],[2.0],[0.0],[1.0],[600.0],[949.7438082289498]
388,[20.98447521876397],[2.0],[0.0],[1.0],[600.0],[949.2999083388308]
389,[20.974669801542756],[2.0],[0.0],[1.0],[600.0],[948.8563289034493]
390,[20.964871459695853],[2.0],[0.0],[1.0],[600.0],[948.4130695452728]
391,[20.95508018489102],[2.0],[0.0],[1.0],[600.0],[947.9701298873663]
392,[20.945295968809177],[2.0],[0.0],[1.0],[600.0],[947.5275095533892]
393,[20.935518803144383],[2.0],[0.0],[1.0],[600.0],[947.085208167596]
394,[20.925748679603817],[2.0],[0.0],[1.0],[600.0],[946.6432253548342]
395,[20.915985589907727],[2.0],[0.0],[1.0],[600.0],[946.201560740543]
396,[20.90622952578944],[2.0],[0.0],[1.0],[600.0],[945.7602139507525]
397,[20.896480478995304],[2.0],[0.0],[1.0],[600.0],[945.3191846120827]
398,[20.886738441284685],[2.0],[0.0],[1.0],[600.0],[944.8784723517421]
399,[20.877003404429928],[2.0],[0.0],[1.0],[600.0],[944.4380767975263]
400,[20.867275360216343],[2.0],[0.0],[1.0],[600.0],[943.9979975778174]
401,[20.857554300442168],[2.0],[0.0],[1.0],[600.0],[943.5582343215826]
402,[20.847840216918552],[2.0],[0.0],[1.0],[600.0],[943.1187866583732]
403,[20.838133101469538],[2.0],[0.0],[1.0],[600.0],[942.6796542183232]
404,[20.82843294593201],[2.0],[0.0],[1.0],[600.0],[942.2408366321482]
405,[20.818739742155703],[2.0],[0.0],[1.0],[600.0],[941.8023335311448]
406,[20.80905348200315],[2.0],[0.0],[1.0],[600.0],[941.3641445471885]
407,[20.79937415734968],[2.0],[0.0],[1.0],[600.0],[940.9262693127338]
408,[20.789701760083357],[2.0],[0.0],[1.0],[600.0],[940.488707460812]
409,[20.78003628210502],[2.0],[0.0],[1.0],[600.0],[940.0514586250305]
410,[20.77037771532818],[2.0],[0.0],[1.0],[600.0],[939.6145224395719]
411,[20.76072605167906],[2.0],[0.0],[1.0],[600.0],[939.1778985391928]
412,[20.751081283096536],[2.0],[0.0],[1.0],[600.0],[938.7415865592222]
413,[20.741443401532116],[2.0],[0.0],[1.0],[600.0],[938.3055861355614]
414,[20.731812398949927],[2.0],[0.0],[1.0],[600.0],[937.8698969046814]
415,[20.722188267326683],[2.0],[0.0],[1.0],[600.0],[937.4345185036234]
416,[20.71257099865166],[2.0],[0.0],[1.0],[600.0],[936.9994505699966]
417,[20.70296058492668],[2.0],[0.0],[1.0],[600.0],[936.5646927419779]
418,[20.693357018166076],[2.0],[0.0],[1.0],[600.0],[936.13024465831]
419,[20.68376029039667],[2.0],[0.0],[1.0],[600.0],[935.6961059583009]
420,[20.67417039365776],[2.0],[0.0],[1.0],[600.0],[935.2622762818224]
421,[20.664587320001083],[2.0],[0.0],[1.0],[600.0],[934.8287552693097]
422,[20.655011061490793],[2.0],[0.0],[1.0],[600.0],[934.395542561759]
423,[20.645441610203445],[2.0],[0.0],[1.0],[600.0],[933.9626378007284]
424,[20.635878958227966],[2.0],[0.0],[1.0],[600.0],[933.530040628335]
425,[20.62632309766562],[2.0],[0.0],[1.0],[600.0],[933.0977506872541]
426,[20.61677402063002],[2.0],[0.0],[1.0],[600.0],[932.6657676207197]
427,[20.607231719247054],[2.0],[0.0],[1.0],[600.0],[932.2340910725212]
428,[20.5976961856549],[2.0],[0.0],[1.0],[600.0],[931.8027206870041]
429,[20.58816741200399],[2.0],[0.0],[1.0],[600.0],[931.371656109068]
430,[20.57864539045699],[2.0],[0.0],[1.0],[600.0],[930.9408969841658]
431,[20.569130113188766],[2.0],[0.0],[1.0],[600.0],[930.5104429583024]
432,[20.55962157238637],[2.0],[0.0],[1.0],[600.0],[930.0802936780345]
433,[20.55011976024901],[2.0],[0.0],[1.0],[600.0],[929.6504487904683]
434,[20.54062466898804],[2.0],[0.0],[1.0],[600.0],[929.2209079432592]
435,[20.53113629082693],[2.0],[0.0],[1.0],[600.0],[928.7916707846108]
436,[20.521654618001218],[2.0],[0.0],[1.0],[600.0],[928.3627369632734]
437,[20.512179642758543],[2.0],[0.0],[1.0],[600.0],[927.9341061285435]
438,[20.50271135735856],[2.0],[0.0],[1.0],[600.0],[927.5057779302624]
439,[20.49324975407296],[2.0],[0.0],[1.0],[600.0],[927.077752018815]
440,[20.483794825185434],[2.0],[0.0],[1.0],[600.0],[926.6500280451291]
441,[20.47434656299164],[2.0],[0.0],[1.0],[600.0],[926.2226056606748]
442,[20.4649049597992],[2.0],[0.0],[1.0],[600.0],[925.795484517462]
443,[20.45547000792765],[2.0],[0.0],[1.0],[600.0],[925.3686642680411]
444,[20.446041699708456],[2.0],[0.0],[1.0],[600.0],[924.9421445655008]
445,[20.436620027484953],[2.0],[0.0],[1.0],[600.0],[924.5159250634674]
446,[20.427204983612334],[2.0],[0.0],[1.0],[600.0],[924.0900054161042]
447,[20.41779656045765],[2.0],[0.0],[1.0],[600.0],[923.6643852781095]
448,[20.40839475039975],[2.0],[0.0],[1.0],[600.0],[923.2390643047166]
449,[20.398999545829295],[2.0],[0.0],[1.0],[600.0],[922.8140421516925]
450,[20.389610939148703],[2.0],[0.0],[1.0],[600.0],[922.3893184753365]
451,[20.38022892277215],[2.0],[0.0],[1.0],[600.0],[921.9648929324795]
452,[20.370853489125544],[2.0],[0.0],[1.0],[600.0],[921.540765180483]
453,[20.361484630646487],[2.0],[0.0],[1.0],[600.0],[921.116934877238]
454,[20.352122339784273],[2.0],[0.0],[1.0],[600.0],[920.6934016811639]
455,[20.34276660899986],[2.0],[0.0],[1.0],[600.0],[920.2701652512079]
456,[20.333417430765827],[2.0],[0.0],[1.0],[600.0],[919.8472252468434]
457,[20.324074797566393],[2.0],[0.0],[1.0],[600.0],[919.4245813280698]
458,[20.314738701897355],[2.0],[0.0],[1.0],[600.0],[919.0022331554105]
459,[20.30540913626609],[2.0],[0.0],[1.0],[600.0],[918.5801803899127]
460,[20.296086093191537],[2.0],[0.0],[1.0],[600.0],[918.1584226931465]
461,[20.286769565204136],[2.0],[0.0],[1.0],[600.0],[917.7369597272027]
462,[20.277459544845865],[2.0],[0.0],[1.0],[600.0],[917.3157911546936]
463,[20.268156024670166],[2.0],[0.0],[1.0],[600.0],[916.8949166387503]
464,[20.258858997241955],[2.0],[0.0],[1.0],[600.0],[916.4743358430233]
465,[20.24956845513759],[2.0],[0.0],[1.0],[600.0],[916.0540484316799]
466,[20.24028439094485],[2.0],[0.0],[1.0],[600.0],[915.634054069405]
467,[20.231006797262914],[2.0],[0.0],[1.0],[600.0],[915.2143524213984]
468,[20.221735666702333],[2.0],[0.0],[1.0],[600.0],[914.794943153375]
469,[20.212470991885017],[2.0],[0.0],[1.0],[600.0],[914.3758259315633]
470,[20.203212765444217],[2.0],[0.0],[1.0],[600.0],[913.9570004227046]
471,[20.193960980024492],[2.0],[0.0],[1.0],[600.0],[913.5384662940521]
472,[20.184715628281698],[2.0],[0.0],[1.0],[600.0],[913.1202232133699]
473,[20.175476702882957],[2.0],[0.0],[1.0],[600.0],[912.7022708489318]
474,[20.16624419650664],[2.0],[0.0],[1.0],[600.0],[912.2846088695205]
475,[20.15701810184235],[2.0],[0.0],[1.0],[600.0],[911.8672369444268]
476,[20.1477984115909],[2.0],[0.0],[1.0],[600.0],[911.4501547434488]
477,[20.13858511846429],[2.0],[0.0],[1.0],[600.0],[911.0333619368901]
478,[20.12937821518568],[2.0],[0.0],[1.0],[600.0],[910.6168581955599]
479,[20.12017769448938],[2.0],[0.0],[1.0],[600.0],[910.2006431907711]
480,[20.110983549120824],[2.0],[0.0],[1.0],[600.0],[909.7847165943404]
481,[20.10179577183654],[2.0],[0.0],[1.0],[600.0],[909.3690780785861]
482,[20.09261435540415],[2.0],[0.0],[1.0],[600.0],[908.9537273163286]
483,[20.083439292602336],[2.0],[0.0],[1.0],[600.0],[908.538663980888]
484,[20.07427057622081],[2.0],[0.0],[1.0],[600.0],[908.1238877460845]
485,[20.06510819906031],[2.0],[0.0],[1.0],[600.0],[907.7093982862363]
486,[20.055952153932587],[2.0],[0.0],[1.0],[600.0],[907.2951952761595]
487,[20.046802433660353],[2.0],[0.0],[1.0],[600.0],[906.8812783911667]
488,[20.037659031077283],[2.0],[0.0],[1.0],[600.0],[906.4676473070664]
489,[20.028521939027993],[2.0],[0.0],[1.0],[600.0],[906.0543017001618]
490,[20.019391150368016],[2.0],[0.0],[1.0],[600.0],[905.64124124725]
491,[20.010266657963783],[2.0],[0.0],[1.0],[600.0],[905.2284656256214]
492,[20.0011484546926],[2.0],[0.0],[1.0],[600.0],[904.8159745130579]
493,[19.992036533442626],[2.0],[0.0],[1.0],[600.0],[904.4037675878327]
494,[19.982930887112868],[2.0],[0.0],[1.0],[600.0],[903.9918445287096]
495,[19.973831508613134],[2.0],[0.0],[1.0],[600.0],[903.5802050149413]
496,[19.964738390864042],[2.0],[0.0],[1.0],[600.0],[903.1688487262688]
497,[19.955651526796977],[2.0],[0.0],[1.0],[600.0],[902.7577753429211]
498,[19.94657090935408],[2.0],[0.0],[1.0],[600.0],[902.3469845456134]
499,[19.937496531488232],[2.0],[0.0],[1.0],[600.0],[901.9364760155464]
500,[19.928428386163027],[2.0],[0.0],[1.0],[600.0],[901.526249434406]
501,[19.919366466352763],[2.0],[0.0],[1.0],[600.0],[901.116304484362]
502,[19.9103107650424],[2.0],[0.0],[1.0],[600.0],[900.7066408480665]
503,[19.901261275227565],[2.0],[0.0],[1.0],[600.0],[900.2972582086543]
504,[19.89221798991452],[2.0],[0.0],[1.0],[600.0],[899.8881562497414]
505,[19.883180902120138],[2.0],[0.0],[1.0],[600.0],[899.4793346554237]
506,[19.8741500048719],[2.0],[0.0],[1.0],[600.0],[899.0707931102767]
507,[19.865125291207853],[2.0],[0.0],[1.0],[600.0],[898.6625312993546]
508,[19.856106754176604],[2.0],[0.0],[1.0],[600.0],[898.2545489081887]
509,[19.84709438683731],[2.0],[0.0],[1.0],[600.0],[897.8468456227874]
510,[19.83808818225963],[2.0],[0.0],[1.0],[600.0],[897.4394211296351]
511,[19.829088133523733],[2.0],[0.0],[1.0],[600.0],[897.0322751156909]
512,[19.82009423372027],[2.0],[0.0],[1.0],[600.0],[896.6254072683881]
513,[19.811106475950346],[2.0],[0.0],[1.0],[600.0],[896.2188172756333]
514,[19.802124853325502],[2.0],[0.0],[1.0],[600.0],[895.812504825805]
515,[19.793149358967717],[2.0],[0.0],[1.0],[600.0],[895.4064696077538]
516,[19.784179986009367],[2.0],[0.0],[1.0],[600.0],[895.0007113108006]
517,[19.7752167275932],[2.0],[0.0],[1.0],[600.0],[894.5952296247361]
518,[19.76625957687234],[2.0],[0.0],[1.0],[600.0],[894.1900242398198]
519,[19.75730852701026],[2.0],[0.0],[1.0],[600.0],[893.7850948467791]
520,[19.74836357118074],[2.0],[0.0],[1.0],[600.0],[893.3804411368087]
521,[19.73942470256789],[2.0],[0.0],[1.0],[600.0],[892.9760628015696]
522,[19.730491914366098],[2.0],[0.0],[1.0],[600.0],[892.5719595331881]
523,[19.72156519978002],[2.0],[0.0],[1.0],[600.0],[892.1681310242553]
524,[19.712644552024564],[2.0],[0.0],[1.0],[600.0],[891.7645769678257]
525,[19.703729964324868],[2.0],[0.0],[1.0],[600.0],[891.3612970574169]
526,[19.694821429916285],[2.0],[0.0],[1.0],[600.0],[890.9582909870082]
527,[19.685918942044367],[2.0],[0.0],[1.0],[600.0],[890.5555584510408]
528,[19.67702249396483],[2.0],[0.0],[1.0],[600.0],[890.1530991444151]
529,[19.668132078943554],[2.0],[0.0],[1.0],[600.0],[889.750912762492]
530,[19.659247690256553],[2.0],[0.0],[1.0],[600.0],[889.3489990010902]
531,[19.65036932118997],[2.0],[0.0],[1.0],[600.0],[888.947357556487]
532,[19.641496965040034],[2.0],[0.0],[1.0],[600.0],[888.5459881254156]
533,[19.63263061511307],[2.0],[0.0],[1.0],[600.0],[888.1448904050666]
534,[19.623770264725458],[2.0],[0.0],[1.0],[600.0],[887.7440640930848]
535,[19.614915907203624],[2.0],[0.0],[1.0],[600.0],[887.3435088875699]
536,[19.606067535884026],[2.0],[0.0],[1.0],[600.0],[886.9432244870751]
537,[19.59722514411313],[2.0],[0.0],[1.0],[600.0],[886.5432105906063]
538,[19.588388725247384],[2.0],[0.0],[1.0],[600.0],[886.1434668976216]
539,[19.579558272653223],[2.0],[0.0],[1.0],[600.0],[885.7439931080302]
540,[19.570733779707023],[2.0],[0.0],[1.0],[600.0],[885.3447889221912]
541,[19.5619152397951],[2.0],[0.0],[1.0],[600.0],[884.9458540409136]
542,[19.553102646313693],[2.0],[0.0],[1.0],[600.0],[884.5471881654549]
543,[19.54429599266893],[2.0],[0.0],[1.0],[600.0],[884.1487909975206]
544,[19.535495272276826],[2.0],[0.0],[1.0],[600.0],[883.7506622392627]
545,[19.526700478563264],[2.0],[0.0],[1.0],[600.0],[883.3528015932801]
546,[19.517911604963967],[2.0],[0.0],[1.0],[600.0],[882.9552087626167]
547,[19.509128644924484],[2.0],[0.0],[1.0],[600.0],[882.5578834507611]
548,[19.500351591900177],[2.0],[0.0],[1.0],[600.0],[882.1608253616453]
549,[19.491580439356206],[2.0],[0.0],[1.0],[600.0],[881.764034199645]
550,[19.482815180767485],[2.0],[0.0],[1.0],[600.0],[881.3675096695773]
551,[19.47405580961871],[2.0],[0.0],[1.0],[600.0],[880.9712514767014]
552,[19.4653023194043],[2.0],[0.0],[1.0],[600.0],[880.5752593267164]
553,[19.456554703628395],[2.0],[0.0],[1.0],[600.0],[880.1795329257614]
554,[19.447812955804842],[2.0],[0.0],[1.0],[600.0],[879.7840719804145]
555,[19.43907706945717],[2.0],[0.0],[1.0],[600.0],[879.388876197692]
556,[19.43034703811859],[2.0],[0.0],[1.0],[600.0],[878.9939452850475]
557,[19.42162285533194],[2.0],[0.0],[1.0],[600.0],[878.5992789503711]
558,[19.412904514649707],[2.0],[0.0],[1.0],[600.0],[878.2048769019887]
559,[19.40419200963399],[2.0],[0.0],[1.0],[600.0],[877.8107388486612]
560,[19.395485333856488],[2.0],[0.0],[1.0],[600.0],[877.416864499584]
561,[19.386784480898477],[2.0],[0.0],[1.0],[600.0],[877.0232535643854]
562,[19.3780894443508],[2.0],[0.0],[1.0],[600.0],[876.6299057531266]
563,[19.36940021781384],[2.0],[0.0],[1.0],[600.0],[876.2368207763009]
564,[19.36071679489752],[2.0],[0.0],[1.0],[600.0],[875.843998344832]
565,[19.35203916922126],[2.0],[0.0],[1.0],[600.0],[875.4514381700747]
566,[19.34336733441399],[2.0],[0.0],[1.0],[600.0],[875.0591399638125]
567,[19.334701284114107],[2.0],[0.0],[1.0],[600.0],[874.6671034382586]
568,[19.32604101196947],[2.0],[0.0],[1.0],[600.0],[874.2753283060531]
569,[19.31738651163738],[2.0],[0.0],[1.0],[600.0],[873.883814280264]
570,[19.30873777678457],[2.0],[0.0],[1.0],[600.0],[873.4925610743855]
571,[19.300094801087184],[2.0],[0.0],[1.0],[600.0],[873.1015684023376]
572,[19.29145757823074],[2.0],[0.0],[1.0],[600.0],[872.7108359784651]
573,[19.282826101910157],[2.0],[0.0],[1.0],[600.0],[872.3203635175367]
574,[19.27420036582969],[2.0],[0.0],[1.0],[600.0],[871.9301507347448]
575,[19.26558036370295],[2.0],[0.0],[1.0],[600.0],[871.5401973457042]
576,[19.256966089252867],[2.0],[0.0],[1.0],[600.0],[871.1505030664517]
577,[19.24835753621168],[2.0],[0.0],[1.0],[600.0],[870.761067613445]
578,[19.23975469832092],[2.0],[0.0],[1.0],[600.0],[870.3718907035621]
579,[19.23115756933139],[2.0],[0.0],[1.0],[600.0],[869.9829720541007]
580,[19.22256614300316],[2.0],[0.0],[1.0],[600.0],[869.5943113827776]
581,[19.213980413105528],[2.0],[0.0],[1.0],[600.0],[869.205908407727]
582,[19.205400373417024],[2.0],[0.0],[1.0],[600.0],[868.8177628475007]
583,[19.19682601772539],[2.0],[0.0],[1.0],[600.0],[868.4298744210674]
584,[19.18825733982755],[2.0],[0.0],[1.0],[600.0],[868.0422428478114]
585,[19.179694333529614],[2.0],[0.0],[1.0],[600.0],[867.6548678475318]
586,[19.171136992646844],[2.0],[0.0],[1.0],[600.0],[867.2677491404424]
587,[19.16258531100365],[2.0],[0.0],[1.0],[600.0],[866.8808864471704]
588,[19.154039282433555],[2.0],[0.0],[1.0],[600.0],[866.4942794887561]
589,[19.145498900779213],[2.0],[0.0],[1.0],[600.0],[866.1079279866515]
590,[19.136964159892358],[2.0],[0.0],[1.0],[600.0],[865.7218316627204]
591,[19.128435053633797],[2.0],[0.0],[1.0],[600.0],[865.3359902392368]
592,[19.119911575873413],[2.0],[0.0],[1.0],[600.0],[864.9504034388852]
593,[19.11139372049012],[2.0],[0.0],[1.0],[600.0],[864.5650709847587]
594,[19.102881481371867],[2.0],[0.0],[1.0],[600.0],[864.179992600359]
595,[19.094374852415616],[2.0],[0.0],[1.0],[600.0],[863.7951680095958]
596,[19.085873827527326],[2.0],[0.0],[1.0],[600.0],[863.4105969367856]
597,[19.07737840062194],[2.0],[0.0],[1.0],[600.0],[863.0262791066513]
598,[19.06888856562335],[2.0],[0.0],[1.0],[600.0],[862.6422142443208]
599,[19.060404316464425],[2.0],[0.0],[1.0],[600.0],[862.2584020753277]
600,[19.05192564708693],[2.0],[0.0],[1.0],[600.0],[861.874842325609]
601,[19.043452551441586],[2.0],[0.0],[1.0],[600.0],[861.4915347215054]
602,[19.034985023487984],[2.0],[0.0],[1.0],[600.0],[861.1084789897604]
603,[19.026523057194616],[2.0],[0.0],[1.0],[600.0],[860.725674857519]
604,[19.018066646538838],[2.0],[0.0],[1.0],[600.0],[860.3431220523278]
605,[19.009615785506867],[2.0],[0.0],[1.0],[600.0],[859.9608203021339]
606,[19.00117046809375],[2.0],[0.0],[1.0],[600.0],[859.578769335284]
607,[18.992730688303357],[2.0],[0.0],[1.0],[600.0],[859.1969688805243]
608,[18.984296440148373],[2.0],[0.0],[1.0],[600.0],[858.815418666999]
609,[18.97586771765026],[2.0],[0.0],[1.0],[600.0],[858.4341184242502]
610,[18.967444514839272],[2.0],[0.0],[1.0],[600.0],[858.053067882217]
